Drink_ID,Name,Ingredients
1421,Mona-Lisa,1848;2181;
1422,Afternoon,1896;1994;1999;2151;2211;
1423,Blow Job #1,1989;2104;
1424,Prairie Fire #1,1814;1860;
1425,GrayHound,2088;2110;
1426,Nutty Russian,1896;1969;2045;
1427,Power screwdriver,1904;2045;2174;
1428,Jolly Jumper,1886;1981;2045;2105;2156;2174;
1429,Mudslide #1,1994;1999;2045;
1430,Long Island Iced Tea #1,1904;1943;2045;2105;2123;2191;
1431,Midori Sunrise,1811;1875;2174;
1432,Long Island Sunset,1995;2051;2064;2101;2156;
1433,Stevie Ray Vaughn,1851;1940;1942;2071;2174;
1434,Romulan Ale,1860;1871;2026;2052;
1435,Malibu Bay Breeze,1765;1990;2101;
1436,Kool-Aid Shot,1942;2045;2097;2101;2104;
1437,National Aquarium,1995;2026;2033;2045;2105;2117;
1438,Damned if you do,1750;2173;
1439,Long vodka,1758;1787;2045;2095;2156;
1440,Quick F**K,1875;1994;1999;
1441,Owen's Grandmother's Revenge,1731;1750;2121;2156;
1442,Flaming Dr. Pepper,1814;2045;2073;2104;2121;
1443,New York Lemonade,1859;2041;2044;2153;
1444,Caipirissima,1787;1871;2156;2206;
1445,Captain Do,1928;2064;
1446,Southampton Slam,1744;1853;
1447,Piscola,1878;1904;2156;
1448,Pisco Sour,1878;2153;2156;2206;
1449,Mogul Masher,1786;1814;1874;2081;2161;
1450,Prairie Fire #2,1860;1931;
1451,Chocolate Martini,2045;2062;
1452,Big Red,1844;2209;
1453,Freight Train,1851;2191;
1454,Sicilian Kiss,2071;2104;
1455,Mister Wu,1978;2045;2117;2174;
1456,Snakebite #1,1791;1915;
1457,The Shanaynay,1814;2081;
1458,The Saint Lawrence,1810;2157;
1459,Patmcpacke,1761;2045;2071;
1460,Stomachache,1751;1901;1928;2081;2107;
1461,H-Bomb,1760;2081;2121;
1462,Bearded Boy,1760;2045;2071;2081;
1463,Instant Death,1780;1800;1814;1837;2081;
1464,Flaming Huscroft,1800;1814;1928;2033;2071;2121;2156;2172;
1465,Blood Clot #1,1751;1811;2071;
1466,Eat Hot Death,1814;2153;
1467,Tuve Nightmare,1787;1812;1849;2032;2045;2052;2154;
1468,Moscow Mule,1812;1915;2045;
1469,Oatmeal Cookie,1843;1844;1999;
1470,Cowboy Cocksucker,1843;1999;
1471,Liquid Cocaine #1,1990;2044;2045;2071;2104;
1472,Kish Wacker,1994;1999;2045;2062;
1473,Shimmers,1862;1984;
1474,Sip and go naked,1731;2081;2105;2121;
1475,The Fuzzy Pissbomb,1928;2051;
1476,Piggelin #2,1751;1875;2105;
1477,Piggelin #1,1875;2045;2055;
1478,Wobbler,1811;2019;2094;2145;
1479,South Bank,1871;2105;
1480,Dreamsicle #1,1999;2174;
1481,Midori Sour Ultra,1875;2020;2031;2153;2206;
1482,Black & Tan,2157;2171;
1483,Peltikatto,2045;2153;
1484,Maria's Delight,2045;2071;2088;2114;
1485,Trial of the Century,1811;1837;1844;
1486,Santa Shot,1744;1811;2193;
1487,Go Girl!,1783;1859;1995;2045;
1488,Donnington Brainstorm,1767;2045;
1489,Green Hell,1761;1800;
1490,Alexandra,1944;2033;2062;2151;
1491,Gingerbread Man,1844;1994;1999;
1492,Love Juice (LJ),1943;2109;2174;2190;
1493,Kevin's special blend,1890;2081;2179;
1494,Pirate's Float,1904;2005;2064;
1495,Flaming Dr. Pepper #2,1814;2104;2121;
1496,Screaming Nazi,1837;1874;
1497,Captain Louie,1906;1994;2064;
1498,Horny Mohican,1765;1956;1999;
1499,Bloody Caesar,1780;1789;1860;1917;1987;2045;2050;
1500,Iron Butterfly,1994;2045;2209;
1501,B-52 #2,1994;1999;2044;
1502,Cherry Bomb,1811;2045;2062;
1503,Small Bomb,1811;1942;2045;
1504,Toasted Almond,1770;1994;2104;
1505,Chocolate Milk,1988;2090;2104;
1506,Fu-Cha,2070;2222;
1507,B-53,1994;2044;2204;
1508,Strip and Go Naked,1731;2045;2121;
1509,Shark's tooth,1811;1915;2116;2153;2172;
1510,Brain Tumor,1811;1908;1999;2038;
1511,Spearmint Lifesaver,1851;1928;
1512,Duck Fart,1902;1994;1999;
1513,Chocolate Monk,1896;1994;1999;
1514,Rum Runner by Charles,1811;1871;1903;1940;1956;
1515,Bob's Moscow Mule,1812;2045;
1516,Caribbean Screwdriver,1739;1765;1990;2038;2151;2174;
1517,Chocolate Toasted Almond,1988;1994;2016;2104;2156;
1518,Flaming D-,1750;1800;2104;2121;
1519,Yellow Bird,1814;1995;2045;2208;
1520,Dew-Driver,1928;2045;2156;
1521,D.O.A.,1837;1874;2069;
1522,Mount Red,1787;1943;2038;2045;2101;2105;
1523,Luxor Boom-Boom,1739;1886;1943;1960;2045;2156;2174;2190;
1524,Estonian Forest-fire,1829;1860;2045;
1525,Harvey Cowpuncher,1988;2045;2208;
1526,Kamel Drivare,1999;2204;
1527,German Hooker (Die Deutsche Nutte),1780;1803;2163;2174;2191;
1528,Sunoco 251,1797;1814;2045;
1529,Porcelain Bus,1760;2121;
1530,Seabreeze,2045;2101;2133;
1531,Long Island,1750;1871;1904;2045;2086;2105;2174;2191;
1532,Slacker's Slammer,2005;2007;2045;2168;
1533,Ragnar #1,1751;1787;2094;
1534,Hangover,1992;1999;2094;2105;
1535,Ha Ha Tonka,2045;2071;2097;2104;2174;
1536,Snake Bite (UK),1823;2149;
1537,Screaming Blue Messiah,1844;2026;
1538,Puerto Rican Monkey Fuck,1739;1814;1994;
1539,Bob Marley,1837;1844;1875;
1540,Southern Pink Flamingo,1765;1811;1990;2071;2153;
1541,Booger,1765;1956;1999;2003;
1542,Meister Mind Meld,1904;2104;2156;
1543,Mint Russki or Spearmint Ivan,1759;2045;
1544,Brainteaser,1840;2100;2204;
1545,Cartwheel,1787;1835;1868;1965;
1546,Green Lizard,1901;2052;
1547,Brain Hemmorage,1811;1999;2038;
1548,Extraterrestrial,1814;1875;2045;2209;
1549,Ragnar #2,1929;2052;2094;
1550,Russian funk,1915;2045;2172;2206;
1551,Porch Climber,1848;1902;1907;2121;
1552,Eskimo Joe,1744;1861;1988;1999;
1553,Atlantic Sun,1859;1940;2045;2071;2183;
1554,Mike Samm's Purple Passionate Punch,1765;1783;1942;1990;2153;
1555,Mojito,1759;1859;1943;2153;2206;
1556,Long Island Iced Tea #2,1904;1942;1995;2033;2045;2105;2191;
1557,Fjellbekk (Mountain Stream),1862;1915;2045;2052;
1558,Cowboy Roy,2045;2174;2189;
1559,Lynchburg Lemonade,1851;1940;1942;2052;
1560,Jellyfish,1811;1999;2062;2104;
1561,Cranberry Zamboni,1778;2192;
1562,Hawaiin Punch from Hell,1751;1811;2045;2071;2104;2174;
1563,Bingo,1973;2045;2129;2172;
1564,Beetlejuice,1825;1950;1995;2003;2026;2045;2101;2212;
1565,Three Wise Men #2,1837;1844;1874;
1566,Surputte,1848;1915;2088;2153;
1567,Galapagos,1781;1990;2003;2018;2091;2095;2130;2136;2161;2212;
1568,Surfer on Acid,1765;1837;1990;
1569,Vodkalenius,1811;1964;1990;2045;
1570,Fuzzy Astronaut,2038;2045;2166;
1571,Mai Tai Michael's Ultimate,1787;1943;1990;2055;2082;2116;2163;2206;
1572,Fire Engine,1837;2210;
1573,Fire Engine W/ Alarm,1837;2045;2210;
1574,Mikey Mike,1765;1783;1990;2051;2174;
1575,Dambuster,1812;1988;1994;2033;
1576,Urban Violence,1753;1765;2026;2045;
1577,Grovschpol,1750;1875;1904;1999;
1578,Long Island Iced Tea #3,1904;1943;2045;2088;2105;2153;2191;
1579,Pink Panther #1,2045;2155;
1580,Rattlesnake,1994;1999;2062;
1581,Veterinary,1760;1915;2052;
1582,Tootsie Roll,1896;1944;2216;
1583,Squished Smurf,1811;1999;2026;2038;
1584,Burning Cherry,1805;1811;1851;2200;
1585,Michelada,1780;1824;1860;1897;1987;2121;2163;
1586,Eskimo Joe's drink,1765;1892;2012;2055;2156;2163;2174;2212;
1587,Brain Hemorage,1811;1854;2209;
1588,Snitchee's Cider,2053;2064;2138;
1589,Caribbean Kiss,1867;1994;2104;2116;2138;2151;
1590,Green Goblin,1823;2026;2149;
1591,Willy Wonka's amazing wammy,1760;1901;1965;2020;2028;2073;2098;
1592,ABC,1732;1999;2104;
1593,Marvellaid,2088;2164;
1594,Bite of the Iguana,1751;1942;1995;2045;2174;2191;
1595,Combustible Edison,1921;2056;2153;
1596,Planter's Punch,1990;2116;2174;2207;
1597,Something Peachie #1,1942;1990;2038;2045;2174;
1598,Cheapo student bevvy,2105;2139;2149;
1599,Velvet Hammer No. 2,1802;2045;2062;2151;2206;
1600,Red Eye,2045;2108;2121;
1601,Prarie Dog,1814;1860;
1602,Ariel's Frappe Punch,1963;2045;2133;2206;
1603,Doh,1765;1990;2045;
1604,Napalm,1814;1861;1927;
1605,Cape Codder,1787;2045;2101;
1606,Peppermint Beach,1765;2193;
1607,Sizzler,1731;1851;2045;2121;
1608,Falix,2116;2128;2153;
1609,Pink Panty Pulldowns,1907;2045;2052;
1610,Yukon Cornelius,1791;1844;
1611,Ice Pick #1,1890;2045;2153;
1612,Frothy Redhead,1859;2007;2030;2206;
1613,Pajala Sunrise,1740;2045;
1614,Something Peachie #2,1942;1990;2038;2045;2174;
1615,Maèek,1992;2056;2174;
1616,Boilermaker,1750;2121;
1617,Ice Pick #2,1890;2045;
1618,Mad Cow,1814;1994;2151;
1619,Hard Core,1800;1814;1942;2055;2104;2205;
1620,Williams Explosion,2036;2045;2158;2185;
1621,Godhead,1814;1915;1966;2033;2045;
1622,Slippery Nipple #1,1843;1999;
1623,Sex on the Beach #2,1783;1875;1990;2045;
1624,Boozy Maria,1751;2038;
1625,Alien Urine Sample,1739;1765;1859;1875;1940;2026;2038;
1626,Robitussin,2004;2005;
1627,Blueberry Tea,1979;2044;2104;
1628,Liquid cocaine 8 ball,1811;1990;2033;2071;2104;
1629,Killer Kool-Aid,2038;2045;2101;2104;
1630,All American,1904;1978;2071;
1631,Peach 200,1904;1923;
1632,Atomic bomb,1862;2121;
1633,Mexican Virgin,2149;2191;
1634,Liquid Cocaine #2,1814;1837;1874;
1635,Key Largo Kooler,1814;1990;2000;2064;2101;2174;
1636,Mudslide #2,1994;2045;2209;
1637,Mike Tyson,1837;1944;2061;
1638,Green Cow,1988;2154;
1639,Brutal Hammer,2030;2045;
1640,Rangers Rocker,2032;2045;2081;2116;
1641,Purple Hooter #1,1751;1783;2045;
1642,Scarlet Fever,1848;1871;2101;2105;
1643,Red Death (MAC style),1848;1871;1909;2032;2081;2105;2135;
1644,Stop Light,1875;2045;2101;2174;
1645,GSM,1988;2105;2206;
1646,The Crying Game,1811;1851;1898;1994;1999;2033;2108;2191;
1647,Bushwacker #2,1749;1994;1999;2044;2045;2104;2156;
1648,Dead Nazi,1837;1874;
1649,Green Monster,1789;2045;2156;
1650,Scorpion,1915;1921;1943;2086;2116;2174;2207;
1651,Friar Tuck,1896;2151;2216;
1652,Tequila Sunrise,1811;2174;2191;
1653,Brown cow,1988;1994;
1654,Screaming Orgasm,1994;1999;2045;
1655,Poor Man's Mommosa,2121;2174;
1656,Dark Nightmare,1844;1988;1994;
1657,Keremiki,1814;1844;1874;
1658,Albysjön,1788;1829;2045;2052;
1659,Danny Q's Aruba Rum Punch,1811;1835;1943;1990;1995;2033;2116;2174;
1660,Hina Blast,1802;1873;1904;2024;2030;2142;2174;2191;
1661,Jamaican Beer,1817;1981;2026;2045;2105;2112;2121;
1662,Beeaauu's Rum and Coke,1814;1904;1915;2033;2116;
1663,Smooth Operator,1802;1896;1994;1999;2151;
1664,Pjolter Bay,1811;1960;2105;
1665,Graveyard (light),1814;1864;1942;2045;2105;2121;2191;
1666,Graveyard,1814;1864;1942;1978;2045;2105;2107;2121;2191;
1667,The Constable Shuffle,2038;2115;2149;2208;
1668,King of Denmark,1756;2061;2081;
1669,Frozen Mudslide,1994;1999;2007;2045;
1670,Pain Killer,1749;1784;1990;2031;2033;2156;2174;
1671,Green Frog,1915;2052;2154;
1672,Brendan's PUnch of happiness,1871;2045;2170;
1673,Liquid Asphault,1837;2204;
1674,Russian Brunch,2024;2045;2174;
1675,StumbleFuck,1837;1874;1927;
1676,Christer Petterson,1999;2045;
1677,Felix's feast,1999;2106;
1678,Watermelon Crawl,1980;1990;2071;2104;2174;
1679,Flander's Flake-Out,1962;2204;
1680,Sneaky Pete,1988;1994;2179;
1681,Tidal Wave,1811;1814;1943;1990;2038;2045;2105;2174;
1682,Brown Pelican,1885;2053;2156;
1683,Apple Slammer,1751;2178;
1684,Pussy Paws,1859;1995;2002;2101;2104;
1685,Manhattan Sweet #2,1978;2112;
1686,Texas Rose,1739;1990;2033;2174;
1687,Frozen Margarita #2,1942;1959;2191;
1688,The Big Johnson,1751;1811;1851;1929;2045;
1689,The Davy Wright,1776;2105;2116;2128;2205;
1690,Fire in Heaven,1814;1860;
1691,Lil' Johnson,1851;1929;2045;
1692,Obadoba,1780;1786;1988;2161;
1693,Bacardi Gold & Cola,1754;1904;2163;
1694,Titty Twister-Rita,1753;1814;1929;1940;2057;2156;
1695,Pink Lemonade,1783;1995;2041;
1696,Georgian Sunrise,1940;1998;2038;2191;
1697,Præriebål (Norwegian version of Prairie Fire),1860;2191;
1698,Jamaican Dust,1765;1943;1990;
1699,The Beavis,1800;1814;1910;2015;2045;2071;2081;2149;
1700,Kangaroo,1756;2023;2045;2149;
1701,North Polar,2056;2088;2105;
1702,STP (the motor oil of course),2013;2045;2107;
1703,Cramit,2101;2104;
1704,Utar,1731;1814;1943;2064;2116;
1705,Gorilla Fart #1,1814;1961;
1706,Patsy mix,1921;2149;2156;
1707,Amaretto Sour,1995;2104;
1708,Ground Zero,1978;1994;2045;2193;
1709,Hawaiian Screw,1990;2045;2174;
1710,Blue PolarBear,2045;2156;2193;
1711,Silver Bullet #2,2045;2107;
1712,Rocky Mountain Mother Fucker,1791;1929;2104;
1713,Peanut Butter and Jelly,1783;1896;
1714,Screaming Viking,1817;1849;1915;1922;2045;
1715,Wong Tong Cocktail,1731;1817;2031;2045;2105;
1716,Vincent Vega,2041;2190;
1717,Cuba Libra,1787;1904;2116;2156;
1718,Russian Boilermaker,2045;2121;
1719,Wild Ass Indian,2033;2045;2107;
1720,An Arif,1812;2033;2038;2101;2153;2174;
1721,Kiltlifter,1929;2107;2110;
1722,French Sailor,2041;2088;2206;
1723,D+d lay,1731;1837;2041;
1724,Mellon Collie and The Infinite Gladness,1765;1875;1943;2016;2151;
1725,Kermit The Frog Piss,1751;1765;1875;1940;
1726,Gorilla's Puke,1814;1961;
1727,Black Martini #1,1996;2105;
1728,Slippery Dick,1843;1855;1999;
1729,Jelly Bean,1899;1903;
1730,Dirty Girl Scout,1934;1994;1999;2045;
1731,Spunky Monkey,1855;1994;2104;2156;
1732,Swamp Water,1751;1898;1940;1960;
1733,Patti's Blow Job,1994;1999;2161;
1734,Bahama Todd,1765;1814;1943;1990;2026;2064;2116;
1735,Camen Miranda,1787;1859;1904;2033;2075;
1736,Cold Shower,1744;1859;
1737,Broken down golf cart,1875;1915;2104;
1738,Orange Climax,1851;1990;2038;2174;
1739,Grape ape,1940;2001;2045;2052;
1740,Wet Dream,1739;1783;1940;1990;2026;2104;
1741,JimPop's Margarita,1780;1915;2044;2191;
1742,Fishbone,1751;1765;1875;1995;2026;2174;
1743,Three Wise Men,1851;1992;2200;
1744,Loud-Mouth,2038;2071;
1745,After Five,1994;1999;2193;
1746,Andrea's Colada Collision,1784;1802;1943;1990;
1747,Urine,1859;1915;2105;
1748,Harlee's Planters Punch,1811;1814;1943;1990;2116;2174;
1749,Don's Bloody Mary,1787;1801;1860;1987;2045;2050;
1750,Brandy Manhattan,1835;1921;2020;2031;2081;2112;
1751,Pink Elephant Ears,1787;1907;2045;2156;
1752,Banshe,1771;1876;
1753,Southern Sunrise,1811;2071;2153;2174;
1754,Midnight Manx,1844;1884;1994;1999;2211;
1755,Eye of the Storm,1904;1915;2064;
1756,Nazi Helmet,1837;1874;
1757,Whoomp,1800;1851;2038;2045;2075;2116;2170;2200;
1758,Wisconsin Lunchbucket,2104;2121;2174;
1759,Jamaican Dust-Buster,1990;1994;2033;
1760,Kir Royale,2024;2202;
1761,Manhattan,1978;2031;2095;2112;2124;2156;
1762,Lash,2045;2052;2104;2156;
1763,The Extinguisher,1944;1994;1995;2033;2044;2045;2101;2105;2121;
1764,The James Robert Dean,2045;2105;2116;2125;2205;
1765,Jackhammer,1851;2104;
1766,Midori Sour - Frozen,1875;1995;2156;2206;
1767,Flaming Dr. Pepper (alternative),1814;1823;2104;
1768,Flaming Jesse or Tropical SunShine,1765;1999;2045;2174;
1769,Hurricane Hugo,1875;2045;2071;2097;2101;2104;2174;
1770,L&C,1765;1957;2031;2156;2212;
1771,Pineberry,1957;2156;2163;2192;
1772,Nutty Irishman,1896;1988;1999;
1773,Greazy Deigo,1761;1814;2068;
1774,Harley Davidson #1,1837;1875;1999;
1775,Carmel Coke,1843;1904;2156;
1776,Modified Duck Fart,1911;1994;1999;
1777,Vit Ryss,1988;1994;2045;
1778,Windex,1942;2026;2045;
1779,Five dollar shake,1875;2038;2070;
1780,Neon Ghost,2045;2154;
1781,Buttery Nipple #2,1843;2209;
1782,Gold Driver,1787;1931;2156;2174;
1783,Iron Hindu,1732;1883;1884;1960;1985;1991;
1784,Strawberry Storm,1990;1994;1998;2151;
1785,Aranov,2045;2174;
1786,Grateful Dead #1,1942;1995;2001;2033;2045;2105;2191;
1787,Lemon Drop #1,2041;2163;2206;
1788,Sex under the bleachers with a KU cheerleader,1825;1829;1942;1994;2042;2045;2206;
1789,Chocolate Raspberry Delight,1783;1999;
1790,Pineapple Tea,1942;1990;1995;2033;2045;2105;2191;
1791,3 Wise Men,1851;1992;2200;
1792,Mountain Dew #1,1751;1875;2121;
1793,The Breakfast Drink,1783;2045;2051;2147;2174;
1794,Irish Cream Home Made,1766;2016;2151;2175;2179;
1795,Rolf's Scandinavian Glogg,1858;1883;1921;2030;2055;2059;2138;2142;2203;2206;
1796,Lloyd Special,1851;2044;
1797,Canadian Funky Electric Cider,1902;2053;
1798,The Boiling Panther,2064;2073;
1799,Jersey Devil,2012;2053;2101;2152;
1800,Fat Hooker,1765;2038;2045;2174;
1801,Galliano Hotshot,1749;1884;2208;2211;
1802,Blue Blazer,1981;2081;
1803,Tanqueray and Tonic,1758;1787;2105;
1804,Grateful Dead #2,1783;1942;1995;2033;2045;2052;2105;
1805,Butterfinger,1843;1988;1999;
1806,Dead green frog,1744;1874;1994;1999;2045;
1807,Hot Damn,1750;2033;2045;2174;
1808,Bloody Brain,1811;1999;2038;
1809,Fart In the Ocean,1751;2191;
1810,Miami Vice,1814;2057;2102;
1811,AT&T,1758;1848;2105;
1812,69 Special,1751;2105;2153;
1813,Machine,2045;2174;
1814,Golden Eye,1844;1999;2034;
1815,Joe Cocker,1851;1911;2071;2104;
1816,Nuts and Berries #1,1783;1896;1988;
1817,John's Bomb,2055;2080;2138;2191;
1818,Long Island Iced Tea #4,1814;1848;1931;1940;1942;2105;2205;
1819,South Side,1759;1915;1942;2045;2156;2172;
1820,Cherry Martinsen,1904;1908;
1821,Pink Police,1907;2045;2121;
1822,French Pirate,1895;2024;2116;
1823,Muppet,1751;2191;
1824,Bushwacker #3,1784;1855;1943;1994;2116;2156;
1825,Four Horsemen,1814;1837;1874;1931;
1826,Dublin Doubler,1771;2156;2209;
1827,Irish Coffee (Simple),1771;2161;2206;2211;
1828,Kahlua Fudge Shake,1988;1994;2007;2156;
1829,Afterburner #2,1860;2045;
1830,Partymeister,1731;1765;1929;2105;
1831,Mocha Mint Irish Cream Cappuccino,1933;1934;1988;2016;2062;2161;2209;
1832,Ersh,2045;2121;
1833,Ekatherina Andreevna,1978;2045;2174;
1834,Crack Juice,1915;2045;2121;
1835,Screaming Orgasm II,1999;2045;2104;
1836,Sex on the Beach #3,1751;1811;1942;2038;2045;2071;2174;2178;
1837,Burning Nazi,1837;1874;
1838,Spicey Scot,1843;2039;2064;2161;
1839,Apple Pie Shot #1,2045;2138;2190;
1840,Fuzzy Navel,1731;2038;2174;
1841,Chocolate Chip,1988;2062;2209;2216;
1842,Tequillya,1871;2045;2128;2191;
1843,Whiskey Sour Old Fashioned,1750;1835;1995;2020;
1844,Toolkit,1994;2062;2104;2209;
1845,Big Red Hooter,1811;1990;2104;2191;
1846,Catalina Margarita,1995;2026;2038;2191;
1847,Sloe Tequila,1915;2097;2191;
1848,Tijuana Taxi,1931;1986;2026;2117;
1849,Wild Thing,1859;1915;2101;2191;
1850,Fraustadt,1848;1875;2088;2153;
1851,Mudwrestle,1944;1999;2045;2062;
1852,Blue Tahoe,1759;1825;1915;2024;2026;2055;2156;2163;2191;
1853,Pineapple Bomb,1942;1990;2071;
1854,Fin N' Tonic,1758;2105;2193;
2113,Bali Dream,1739;1811;1871;1886;2048;2146;2174;
2114,Lime Time,1915;2070;2121;
2115,Galliano Hotshot #2,2151;2208;2211;
2116,Captain Pepper,2064;2073;
2117,Bailey's Comet #2,1814;1844;1999;
2118,Watermelon Shooter #4,1940;1990;2071;2101;
2119,Bartender's Margarita,1787;1931;1940;1942;2044;2101;
2120,Pulp Vega,1753;1825;2045;2128;2155;
2121,Platina Blonde,1884;2191;
2122,A.D.M. (After Dinner Mint),1934;2039;2045;2071;
2123,Twinkle My Lights,1751;1783;2104;
2124,A Splash of Nash,1739;1875;2101;2172;
2125,Screaming White Orgasm,1871;1988;1994;1999;2088;2156;
2126,Spider's Web,1748;1844;2161;
2127,Illusion,1765;1875;1990;2045;2088;
2128,Earthquake #2,1934;2045;2105;2156;
2129,Pink Panther Shake,1891;1988;2007;
2130,Sun Shake,1988;2007;2055;2174;
2131,Amaretto Sunrise,1811;2104;2174;
2132,Matty's Magic Mixture,1758;1811;2045;2174;
2133,My Antonella,1758;1783;1787;2077;2105;2156;
2134,Arizona Stingers,1848;1890;
2135,Orange Push-up,1811;1995;2064;2174;
2136,151 Florida Bushwacker,1765;1814;1943;1988;2007;2088;2146;2216;
2137,Beam Me Up Scottie Mac,1739;1814;1999;
2138,Watermelon Shooter #3,1811;1851;1990;2156;
2139,Zizi Coin-coin,2088;2153;2156;2163;
2140,Banana Cream Pi,1765;1956;1990;
2399,Cactus Berry,1915;1942;1995;2030;2117;2191;
2400,Hairy Sunrise,1811;1942;2045;2174;2191;
2401,Hot Pants,1965;2133;2191;2193;
2402,La Bomba,1811;1931;1990;2088;2174;
2403,Mexicana,1811;1990;2153;2191;
2404,Mexican Madras,1915;1931;2101;2174;
2405,Pacific Sunshine,1835;1995;2026;2191;
2406,Purple Gecko,1915;1995;2026;2101;2165;2191;
2407,Purple Pancho,1915;1995;2026;2097;2191;
2408,Rosita,1817;2056;2112;2191;
2409,Tequila Canyon,1942;1990;2101;2174;2191;
2410,Tequila Collins,1859;1965;2163;2191;
2411,Tequila Mockingbird,1744;1787;2191;
2412,Tequila Pink,1811;1817;2191;
2413,Tequila (Straight),1780;2163;2191;
2414,Tequonic,1758;2163;2191;
2415,Toreador,1770;2062;2191;
2416,Skinny Dip,1736;1764;2045;
2417,Ocean Drive,1765;1990;2101;2165;2174;
2418,Knacky,1803;1890;2011;
2419,Sloe Comfortable Screw #2,2045;2071;2097;2174;
2420,Think Pink,1886;2033;2052;2156;
2421,Finnish Passion,1940;2045;2174;2183;
2422,LimLer,1787;1867;2156;2190;
2423,Lambada,1784;1795;2020;2151;
2424,Alexander (Original),2062;2105;2151;
2425,Panama Deluxe,1994;2045;2062;2151;
2426,Goombay Smash #2,1943;1990;2116;2197;
2427,Buttery Nipple #1,1843;1999;
4451,Pimp & Hoe,1800;2088;2153;2174;
4452,Orange Demon,1800;2088;2174;
4453,Mudslide #5,1953;1999;2045;
4454,Frooty Biznitch,1990;2038;2045;2101;
4455,Cooter Cork,1811;1927;1966;2094;
4456,Tini Rita,1929;1995;2044;2045;2088;
4457,Boardwalk Breeze,1765;1811;1990;2104;2174;
4458,Belinda's Fuzzy Melon,1811;1875;1915;2038;2052;
4459,Elmo,1995;2045;2052;2071;2104;
4460,Peach Tequila,1787;1990;2011;2191;
4461,Cowboy's Comet,1838;1902;1915;2071;
4462,Smoothe Operator,1751;1765;1942;1955;2038;2156;2195;
4463,Loch Ness Monster,1837;1875;1999;
4464,Pink Lemonade #2,1915;1995;2045;2101;
4465,Fruitloops,1811;1990;2101;2174;
4466,Red Death,1915;1942;2045;2071;2097;2104;2174;
4467,D.R.F.O.,1896;2087;2116;2156;
4468,Emerald Martini,1797;1817;2105;2123;
4469,Emerald Vodka Martini,1797;1817;2045;2123;
4470,Mango Bellini,1856;1913;2024;
4471,Cerebral Hemorage,1811;1894;1999;
4472,Brown Eye Opener,1800;1843;1994;1999;2104;
4473,Split Beaver,1758;2038;2105;
4474,Super Bloody Screwdriver,1800;1951;1986;
4475,Splender Blenders,1988;2045;2075;2076;2156;
4476,Stinger #2,1921;1934;2045;
4477,Hairy Happy Trail,1826;1915;2022;2045;2174;
4478,Sexual Chocolate,1783;1988;1994;1999;2172;2216;
4708,Sweet Passoa,1758;1848;1886;1990;2174;
4709,Banshee Berry,1739;1894;2062;
4710,Razzleberry,1751;2001;2045;
4711,Southern Comfort Sour,1995;2071;
4712,Santorini Sundown,1732;2059;2107;
4713,Firecracker,1860;1961;
4714,San Diego Silver Bullet,2045;2204;
4715,Wu Wu,2045;2101;2174;
4716,Jersey Shore Cherry Lemonade,1811;1995;2045;2052;2206;
4717,Nasty Pablo,1903;2026;2045;2174;
4718,Colorado Cider,1861;1921;2178;2190;
4719,Blue Blazer #2,1771;2081;2127;2153;
4720,Gloom Raiser,1811;1817;2061;2105;
4721,Green Tea,1797;1904;1995;2156;
4722,Chartreuse and Tonic,1758;1936;2156;
4723,Papaya Milk Splash,1988;2119;2156;2206;
4724,Long Slow Comfortable Screw Against the Wall,2045;2071;2097;2174;2208;
4725,Kahlua Sour,1994;2153;2206;
4726,The Kristy,1800;1812;1990;2104;2156;
4727,The Kristy #2,1812;1894;1990;2045;2104;2156;
4728,Full Moon,2044;2104;
4729,Drunk on Christmas,1771;1875;1940;2031;2156;2178;
4730,Piña Rita,1942;1990;2191;
4731,Sailor Venus,1871;2032;2153;2156;2208;
4732,Sailor Moon,1747;1871;2024;2153;2156;
4733,Sailor Mercury,1768;1862;2153;2156;
4734,Ramos Fizz #1,1833;1859;1915;1965;2055;2105;2151;2153;2156;
4735,Ramos Fizz,1818;1833;1859;1915;1965;2105;2151;2153;
1855,Kurant,2019;2094;2156;
1856,'57 Chevy with a White License Plate,2045;2062;
1857,Beelzebub,1918;2045;2088;
1858,Desert Water,1860;2191;
1859,Cape Cod Crush,2071;2101;2156;
1860,Sweet Flower,1811;2132;2153;2174;
1861,Sweet Temptation,1787;1942;1995;2051;2052;2156;
1862,Violent fuck,1995;2097;2156;2165;2174;
1863,Fuzzy Chartreuse,1812;1875;2156;
1864,Chapman,1988;2154;
1865,Bloody O.J.,1978;2108;2156;2172;2174;
1866,Dead Dog Vomit,1814;1837;2191;
1867,Stabilizer,1814;1874;
1868,Mother's Milk,1843;1844;1988;
1869,The Triple,1837;1844;2045;
1870,Sinfonian,1811;1994;2044;
1871,Dickhead's Delight,1994;2033;2106;2138;2161;
1872,Kilted Black Leprechaun,1765;1999;2110;
1873,Irish Monk #2,1896;1921;1999;
1874,Zippy's Revenge,1761;2033;2104;
1875,Sangrita,1860;1987;2050;2191;
1876,Coco Cognac,1732;1944;1988;
1877,Belgian Blue,2026;2045;2052;2146;
1878,B-52 #3,1994;1999;2088;
1879,Black and White,1988;1994;
1880,Pure White Evil,1800;1981;2033;2045;2153;2163;
1881,Evil Slider,1890;2045;
1882,Screaming Orgasm (San Francisco Style),1732;1942;1999;
1883,Gladiator,1751;2071;2104;2174;
